family,family_dir,split,train_config,task,axis,variant,budget,seed,eval_config,rollout_count,success_rate_at_0p5cm,success_rate_at_1cm,success_rate_at_2cm,success_rate_at_5cm,mean_best_distance,mean_final_distance
Scratch CNN,bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,50,1,spatial_wide,150,0.02666666666666667,0.09333333333333334,0.43333333333333335,0.7933333333333333,0.0338127426779829,0.06532507132117947
Scratch CNN,bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,5,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.0318954377869765,0.5301321534315745
Scratch CNN,bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,2,avoid_camera_fixed,150,0.0,0.0,1.0,1.0,0.019981026649475098,0.9963139891624451
Scratch CNN,bc_128px_v1,id,color_red_only,reach,color,fixed_train,20,2,color_red_only,150,0.0,0.0,1.0,1.0,0.010257340036332607,0.022915389388799667
Scratch CNN,bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,0,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.0,0.21120439738035202,0.5118915975093842
Scratch CNN,bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,1,avoid_camera_multi_pose,150,0.0,0.0,0.0,1.0,0.02459708705544472,1.1209007636706034
Scratch CNN,bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,0,lighting_diverse,150,1.0,1.0,1.0,1.0,0.003139804328481356,0.12812285095453263
Scratch CNN,bc_128px_v1,id,color_multi,reach,color,diverse_train,20,1,color_multi,150,0.0,0.7933333333333333,1.0,1.0,0.009571887937684855,0.27360215385754905
Scratch CNN,bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,2,lighting_fixed,150,0.0,0.0,1.0,1.0,0.016255998983979225,0.2466086894273758
Scratch CNN,bc_128px_v1,id,color_multi,reach,color,diverse_train,50,0,color_multi,150,1.0,1.0,1.0,1.0,0.0017310482892207801,0.02125146210193634
Scratch CNN,bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,1,avoid_spatial_narrow,150,0.04,0.06666666666666667,0.13333333333333333,0.36,0.06529370238694052,0.2065252361446619
Scratch CNN,bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,50,2,spatial_narrow,150,0.05333333333333334,0.15333333333333332,0.36666666666666664,0.6,0.042588735154519476,0.21082882492492597
Scratch CNN,bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,1,avoid_spatial_wide,150,0.0,0.07333333333333333,0.20666666666666667,0.43333333333333335,0.079526377239575,0.296215698402375
Scratch CNN,bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,1,camera_fixed,150,1.0,1.0,1.0,1.0,0.004048858303576708,0.02429162710905075
Scratch CNN,bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,1,avoid_spatial_narrow,150,0.0,0.0,0.12666666666666668,0.66,0.045248211001356446,0.464232989748319
Scratch CNN,bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,1,avoid_lighting_diverse,150,0.0,0.0,0.38,1.0,0.020028906725347042,0.9090272343158722
Scratch CNN,bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,5,1,spatial_wide,150,0.0,0.0,0.07333333333333333,0.20666666666666667,0.09818805021544298,0.3240450860808293
Scratch CNN,bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.02166060358285904,0.565626859664917
Scratch CNN,bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,0,avoid_camera_multi_pose,150,0.0,0.0,1.0,1.0,0.012661476352562507,0.5809062345822652
Scratch CNN,bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,20,0,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.02476711937536796,1.0802337630589802
Scratch CNN,bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,2,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.03051367588341236,0.573956310749054
Scratch CNN,bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,0,camera_fixed,150,0.0,1.0,1.0,1.0,0.00717098917812109,0.03005707636475563
Scratch CNN,bc_128px_v1,id,color_multi,reach,color,diverse_train,20,2,color_multi,150,0.0,0.0,0.7133333333333334,1.0,0.019607047475874426,0.20782056828339895
Scratch CNN,bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,1,avoid_spatial_wide,150,0.0,0.0,0.19333333333333333,0.52,0.0733280060129861,0.5361088692893584
Scratch CNN,bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,0,avoid_spatial_wide,150,0.0,0.013333333333333334,0.11333333333333333,0.43333333333333335,0.06902389471729596,0.23978357528646788
Scratch CNN,bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,50,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.021108112844328085,0.9687777892748515
Scratch CNN,bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,5,1,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.026247427041331928,0.5444153424104055
Scratch CNN,bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,2,avoid_camera_fixed,150,0.0,0.0,1.0,1.0,0.011600092053413391,0.5194397568702698
Scratch CNN,bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,5,0,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.020510952919721603,0.5754693746566772
Scratch CNN,bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,2,avoid_spatial_narrow,150,0.0,0.0,0.006666666666666667,0.26666666666666666,0.1268300617982944,0.60635735993584
Scratch CNN,bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,50,0,avoid_color_red_only,150,0.0,0.0,1.0,1.0,0.018377140164375305,1.0004388093948364
Scratch CNN,bc_128px_v1,id,color_red_only,reach,color,fixed_train,5,2,color_red_only,150,0.0,0.0,1.0,1.0,0.013162764720618725,0.27907052636146545
Scratch CNN,bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,2,avoid_spatial_narrow,150,0.0,0.0,0.0,0.25333333333333335,0.08492179699242115,0.4997740411758423
Scratch CNN,bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,2,lighting_diverse,150,0.0,0.0,1.0,1.0,0.015249352362006903,0.24205786873896917
Scratch CNN,bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,1,avoid_lighting_fixed,150,0.0,0.0,1.0,1.0,0.01802288182079792,0.6973263621330261
Scratch CNN,bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,1,lighting_diverse,150,1.0,1.0,1.0,1.0,0.004598411507904529,0.022399115053315957
Scratch CNN,bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,2,lighting_fixed,150,0.0,0.0,1.0,1.0,0.019771553575992584,0.254643052816391
Scratch CNN,bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,1,avoid_lighting_fixed,150,0.0,0.0,1.0,1.0,0.01144456584006548,0.541395902633667
Scratch CNN,bc_128px_v1,id,color_red_only,reach,color,fixed_train,20,0,color_red_only,150,0.0,1.0,1.0,1.0,0.007083665579557419,0.032532673329114914
Scratch CNN,bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,20,1,spatial_narrow,150,0.02,0.05333333333333334,0.32,0.74,0.03668454807406912,0.13466917956868807
Scratch CNN,bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,1,lighting_diverse,150,0.0,0.86,1.0,1.0,0.009642491328219573,0.03714057371020317
Scratch CNN,bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,2,camera_fixed,150,0.0,1.0,1.0,1.0,0.006905296817421913,0.028007561340928078
Scratch CNN,bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,2,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.021158136278390884,0.7202763032913208
Scratch CNN,bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,2,avoid_camera_fixed,150,0.0,0.0,1.0,1.0,0.01745898835361004,1.0867458581924438
Scratch CNN,bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,2,camera_multi_pose,150,0.0,0.0,0.0,1.0,0.029309344068169593,0.24041379163662593
Scratch CNN,bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,0,avoid_camera_multi_pose,150,0.0,1.0,1.0,1.0,0.00600774505486091,1.080572939713796
Scratch CNN,bc_128px_v1,id,color_multi,reach,color,diverse_train,50,2,color_multi,150,1.0,1.0,1.0,1.0,0.004929018563901385,0.12119792575637499
Scratch CNN,bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,1,avoid_camera_multi_pose,150,0.0,0.0,1.0,1.0,0.019395127433041733,0.9052815469106038
Scratch CNN,bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,5,2,spatial_wide,150,0.0,0.0,0.0,0.14666666666666667,0.10594010176757972,0.4829850725332896
Scratch CNN,bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,0,lighting_fixed,150,1.0,1.0,1.0,1.0,0.004891628865152597,0.14703458547592163
Scratch CNN,bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,1,camera_multi_pose,150,0.22,1.0,1.0,1.0,0.005112199615687132,0.02225174384812514
Scratch CNN,bc_128px_v1,id,color_multi,reach,color,diverse_train,50,1,color_multi,150,1.0,1.0,1.0,1.0,0.0033534702425822615,0.02245368141680956
Scratch CNN,bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,1,camera_multi_pose,150,0.0,1.0,1.0,1.0,0.008184698484838009,0.33550966262817383
Scratch CNN,bc_128px_v1,id,color_red_only,reach,color,fixed_train,50,1,color_red_only,150,1.0,1.0,1.0,1.0,0.004161610268056393,0.021980246528983116
Scratch CNN,bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,50,0,spatial_narrow,150,0.03333333333333333,0.32666666666666666,1.0,1.0,0.010719230094303688,0.024437019067505995
Scratch CNN,bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,1,avoid_lighting_fixed,150,0.0,0.0,1.0,1.0,0.01994064450263977,0.7590734362602234
Scratch CNN,bc_128px_v1,id,color_multi,reach,color,diverse_train,20,0,color_multi,150,1.0,1.0,1.0,1.0,0.004157958890621861,0.17500098953644436
Scratch CNN,bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,2,avoid_spatial_narrow,150,0.0,0.0,0.08,0.5133333333333333,0.055309579434494174,0.4170228276650111
Scratch CNN,bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,2,camera_multi_pose,150,0.0,1.0,1.0,1.0,0.00641874346571664,0.0203250835587581
Scratch CNN,bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,1,avoid_spatial_wide,150,0.0,0.03333333333333333,0.2,0.42,0.060152134175101915,0.26015092585235833
Scratch CNN,bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,1,lighting_fixed,150,1.0,1.0,1.0,1.0,0.0032531479373574257,0.022425184026360512
Scratch CNN,bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,0,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.02067943664888541,0.9190524160861969
Scratch CNN,bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,0,avoid_spatial_wide,150,0.0,0.006666666666666667,0.10666666666666667,0.4533333333333333,0.060027151461690666,0.4055930157005787
Scratch CNN,bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,1,avoid_camera_multi_pose,150,0.0,0.0,1.0,1.0,0.01824870896836122,0.5800513931115469
Scratch CNN,bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,20,0,avoid_color_red_only,150,0.0,0.0,1.0,1.0,0.014577032066881657,0.7639608383178711
Scratch CNN,bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,0,camera_multi_pose,150,0.0,1.0,1.0,1.0,0.006982331999267141,0.1705571620663007
Scratch CNN,bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,2,camera_fixed,150,0.0,0.0,1.0,1.0,0.01185092143714428,0.27863049507141113
Scratch CNN,bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,50,2,spatial_wide,150,0.0,0.04,0.17333333333333334,0.5066666666666667,0.056822356740012764,0.16748823856314024
Scratch CNN,bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,0,avoid_spatial_wide,150,0.013333333333333334,0.02666666666666667,0.12,0.30666666666666664,0.08639571631327271,0.36642361879348756
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,2,avoid_spatial_edge_ood_eval,150,0.0,0.02,0.06,0.25333333333333335,0.12756559220763544,0.44979054023822146
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,0,lighting_extreme_ood_eval,150,0.0,0.0,0.41333333333333333,1.0,0.030679573838909468,0.14025242229302723
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,50,0,spatial_edge_ood_eval,150,0.02,0.07333333333333333,0.16,0.26666666666666666,0.13240731426049024,0.2230694815268119
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.025257997065782547,1.1974048773447672
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,2,camera_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.02924487297733625,0.24050631920496623
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,1,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.024594786465168,1.1209011697769165
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,50,0,color_ood_eval,150,1.0,1.0,1.0,1.0,0.002630862155929208,0.019247257622579735
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,0,lighting_extreme_ood_eval,150,0.0,0.41333333333333333,1.0,1.0,0.01071952293937405,0.16076672017574312
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,0,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.28,0.7933333333333333,0.05553145239750544,0.7255728081862132
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,20,0,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.024777107102175552,1.080284869670868
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,20,1,spatial_edge_ood_eval,150,0.006666666666666667,0.04666666666666667,0.12666666666666668,0.38666666666666666,0.09617996248571824,0.23909664439192663
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.036249841799338656,0.5164816776911417
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,0,camera_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.026684602523843446,0.26903769075870515
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,50,2,color_ood_eval,150,0.0,0.4666666666666667,1.0,1.0,0.012612995008627574,0.07429952302326759
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,50,0,spatial_edge_ood_eval,150,0.013333333333333334,0.02,0.14,0.3466666666666667,0.09975557343025382,0.21395954066266618
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.014746385831385852,0.5616713770230611
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,20,1,spatial_edge_ood_eval,150,0.0,0.02,0.07333333333333333,0.16,0.1310734391429772,0.29673493158072234
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,0,avoid_camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.005233491885786255,0.7801018941402436
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,1,avoid_spatial_edge_ood_eval,150,0.0,0.0,0.0,0.12,0.13248880710452796,0.3214045744140943
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,20,2,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.015175454951822757,1.0591814637184143
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,5,0,spatial_edge_ood_eval,150,0.0,0.0,0.03333333333333333,0.13333333333333333,0.1381850759871304,0.2118525714923938
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,5,0,avoid_color_ood_eval,150,0.0,1.0,1.0,1.0,0.007855951810876529,0.534056423107783
Scratch CNN,bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,50,0,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.014695448360095422,0.9084550444285074
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,1,avoid_spatial_edge_ood_eval,150,0.006666666666666667,0.02,0.05333333333333334,0.18666666666666668,0.1120799924309055,0.4929096766312917
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,0,camera_extreme_ood_eval,150,1.0,1.0,1.0,1.0,0.000990607154672034,0.01168646612961311
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,1,camera_extreme_ood_eval,150,0.08666666666666667,1.0,1.0,1.0,0.0065087832013765974,0.13442751747866472
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,1,lighting_extreme_ood_eval,150,0.0,0.0,0.41333333333333333,1.0,0.03322949860244989,0.10530589898427327
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,1,lighting_extreme_ood_eval,150,0.0,0.41333333333333333,0.41333333333333333,1.0,0.021127394698560238,0.07119553645451863
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,0,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.02294073597838481,1.0462102595965068
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,2,avoid_spatial_edge_ood_eval,150,0.0,0.02,0.13333333333333333,0.34,0.10177869947006304,0.4306448878347874
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,5,2,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.03503141467769941,0.5299727110068003
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,2,lighting_extreme_ood_eval,150,0.0,0.0,0.5866666666666667,1.0,0.015220192596316337,0.24250774423281352
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,5,1,color_ood_eval,150,1.0,1.0,1.0,1.0,0.0032829259258384505,0.329444667895635
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,2,avoid_spatial_edge_ood_eval,150,0.0,0.02,0.04666666666666667,0.18666666666666668,0.13456931959216795,0.5255971668163936
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.011586501393467188,0.5392922699451447
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,1,avoid_spatial_edge_ood_eval,150,0.006666666666666667,0.02,0.09333333333333334,0.29333333333333333,0.09302602143958211,0.28420148021231095
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,50,2,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.020512299140294392,0.963142971197764
Scratch CNN,bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,5,0,spatial_edge_ood_eval,150,0.0,0.02,0.06,0.12666666666666668,0.1359711740196993,0.32459935029347736
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,20,1,color_ood_eval,150,0.0,1.0,1.0,1.0,0.009346953524897495,0.2739026939868927
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,2,lighting_extreme_ood_eval,150,0.0,0.5866666666666667,1.0,1.0,0.010334529330333074,0.24555875976880392
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.5133333333333333,1.0,0.027906968717773754,0.5029578673839569
Scratch CNN,bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,2,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.006410871176049113,0.020324951137105623
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.029529934351642927,0.5679697827498118
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,0,avoid_spatial_edge_ood_eval,150,0.0,0.02,0.06666666666666667,0.21333333333333335,0.1228993952119102,0.39614453464746474
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,0,lighting_extreme_ood_eval,150,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.07920647887513041,0.203499392469724
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,50,2,color_ood_eval,150,1.0,1.0,1.0,1.0,0.004131696449282268,0.09401966740687688
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.5133333333333333,1.0,0.01998952134201924,0.6902050618330637
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,1,camera_extreme_ood_eval,150,0.2866666666666667,1.0,1.0,1.0,0.005626662606373429,0.31435497999191286
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,5,1,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.01957290295511484,0.5130486710866292
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,50,0,color_ood_eval,150,0.4666666666666667,1.0,1.0,1.0,0.005738282739184797,0.023360347805234292
Scratch CNN,bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,50,1,avoid_color_ood_eval,150,0.0,0.0,1.0,1.0,0.01304326814909776,0.6413055753707886
Scratch CNN,bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,0,avoid_spatial_edge_ood_eval,150,0.0,0.0,0.013333333333333334,0.18666666666666668,0.11684755499785145,0.2700908874471982
Scratch CNN,bc_128px_v1,ood,color_multi,reach,color,diverse_train,5,1,color_ood_eval,150,0.0,1.0,1.0,1.0,0.007529037287458778,0.3379889003435771
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.017408976008494694,1.0637349637349447
Scratch CNN,bc_128px_v1,ood,color_red_only,reach,color,fixed_train,20,1,color_ood_eval,150,0.0,0.0,1.0,1.0,0.016055721106628576,0.16797207574049633
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,1,avoid_camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.019400071687996387,0.9052673780918121
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,0,camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.0065500673496474825,0.028493716915448507
Scratch CNN,bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,1,avoid_camera_extreme_ood_eval,150,0.0,0.0,1.0,1.0,0.01833072072515885,0.580252874692281
Scratch CNN,bc_128px_v1,ood,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,1,camera_extreme_ood_eval,150,0.9866666666666667,1.0,1.0,1.0,0.0034551023117577037,0.023557968131887416
Scratch CNN,bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,20,2,spatial_edge_ood_eval,150,0.02,0.06,0.19333333333333333,0.3466666666666667,0.09289574386396755,0.24568719791481272
Scratch CNN,bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,1,lighting_extreme_ood_eval,150,0.0,0.41333333333333333,0.41333333333333333,1.0,0.028308943392088014,0.03803094208240509
Scratch CNN,bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.02429163453479608,0.8711375200748444
Scratch CNN,bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,0,avoid_spatial_edge_ood_eval,150,0.0,0.0,0.06666666666666667,0.3333333333333333,0.08077563887462019,0.42154050519069036
Scratch CNN,bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,0,avoid_lighting_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.00887049786746502,0.6014273969332377
Scratch CNN,bc_128px_v1,ood,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,0,avoid_camera_extreme_ood_eval,150,0.0,1.0,1.0,1.0,0.00757176942192018,0.5465053272247314
Scratch CNN,bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,2,lighting_extreme_ood_eval,150,0.0,0.5866666666666667,1.0,1.0,0.010507714413106441,0.14990889728069307
