family,family_dir,split,train_config,task,axis,variant,budget,seed,eval_config,rollout_count,success_rate_at_0p5cm,success_rate_at_1cm,success_rate_at_2cm,success_rate_at_5cm,mean_best_distance,mean_final_distance
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,0,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.12666666666666668,0.17613999428848426,0.41855955101549625
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,50,0,color_multi,150,0.0,0.44666666666666666,1.0,1.0,0.010044467772046725,0.2922444836298625
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,20,1,color_multi,150,0.0,0.7333333333333333,1.0,1.0,0.008384914249181747,0.2923634745677312
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,2,lighting_fixed,150,0.0,0.0,1.0,1.0,0.018048448488116264,0.3239707946777344
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,2,avoid_lighting_diverse,150,0.0,0.0,0.42,1.0,0.021555361213783424,0.1769959355890751
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,1,avoid_camera_fixed,150,0.0,0.0,0.0,0.0,0.05376845598220825,0.2082422822713852
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,20,2,color_red_only,150,0.0,1.0,1.0,1.0,0.00835907831788063,0.34305521845817566
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,50,0,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.03764408081769943,0.2656744122505188
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,0,camera_fixed,150,0.0,0.0,1.0,1.0,0.012723430059850216,0.34646010398864746
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,2,avoid_spatial_narrow,150,0.0,0.02666666666666667,0.1,0.31333333333333335,0.08604547745548188,0.27460354616244637
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,20,2,color_multi,150,0.0,0.0,1.0,1.0,0.014271201658993959,0.35357989033063253
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,50,0,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.02997258783628543,0.12738804993530115
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,5,0,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.039667580276727676,0.10172131657600403
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,2,avoid_spatial_narrow,150,0.013333333333333334,0.07333333333333333,0.18666666666666668,0.64,0.04180945536742608,0.1868373385320107
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,20,0,avoid_color_multi,150,0.0,0.0,0.0,0.2733333333333333,0.15044748122493426,0.37229245776931447
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,50,2,spatial_narrow,150,0.3,0.6933333333333334,0.98,1.0,0.008266466414788738,0.1597849308679967
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,1,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.025226926431059837,0.13499999046325684
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,5,0,spatial_wide,150,0.006666666666666667,0.013333333333333334,0.06,0.19333333333333333,0.11786040860693901,0.3116068405906359
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,1,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.03394848480820656,0.1258329153060913
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,1,camera_fixed,150,0.0,1.0,1.0,1.0,0.007658759132027626,0.33831799030303955
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,0,lighting_diverse,150,0.0,0.0,0.6866666666666666,1.0,0.017769663439442713,0.3225390062729518
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,2,avoid_spatial_wide,150,0.0,0.04,0.17333333333333334,0.5933333333333334,0.06312688335155447,0.1613573402414719
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,1,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.72,0.054110778346657756,0.07060023059447607
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,5,1,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.04408722010751565,0.1274690789729357
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,50,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.04041924327611923,0.05620985006292661
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,0,avoid_spatial_wide,150,0.0,0.006666666666666667,0.03333333333333333,0.16,0.13534290007626018,0.2490737580259641
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,0,lighting_diverse,150,0.0,0.76,1.0,1.0,0.007945712997267644,0.3498267936706543
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,50,2,spatial_wide,150,0.006666666666666667,0.11333333333333333,0.31333333333333335,0.8333333333333334,0.031239056307822467,0.20853224953015645
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,2,avoid_camera_multi_pose,150,0.0,0.0,0.0,1.0,0.0407276925444603,0.11588173277676106
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,20,1,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.04695645255347093,0.07750491507351398
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,2,camera_fixed,150,0.0,0.0,1.0,1.0,0.015574891120195389,0.2810114324092865
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,2,avoid_lighting_diverse,150,0.0,0.42,0.5333333333333333,1.0,0.01801185249350965,0.19914996405442556
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,50,2,color_red_only,150,0.0,0.0,1.0,1.0,0.014850316569209099,0.296434223651886
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,0,avoid_spatial_wide,150,0.03333333333333333,0.10666666666666667,0.26666666666666666,0.3933333333333333,0.09318748793176686,0.208397388830781
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,20,1,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.03231608495116234,0.13341867923736572
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,1,avoid_spatial_wide,150,0.04666666666666667,0.14,0.3466666666666667,0.7333333333333333,0.04322355850134045,0.28234464839100837
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,5,1,color_multi,150,0.5266666666666666,1.0,1.0,1.0,0.005043085062255462,0.32097949902216594
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,5,0,avoid_color_multi,150,0.0,0.0,0.0,0.7266666666666667,0.08682786372800667,0.18474838614463807
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,0,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.03936286270618439,0.06737811863422394
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,0,lighting_diverse,150,0.0,0.2866666666666667,1.0,1.0,0.012078048872450987,0.32475875318050385
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,2,lighting_fixed,150,1.0,1.0,1.0,1.0,0.0036861940752714872,0.34353989362716675
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,5,2,color_multi,150,0.24,1.0,1.0,1.0,0.006252301416049401,0.2989713603258133
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,20,2,spatial_narrow,150,0.14666666666666667,0.44666666666666666,0.7866666666666666,0.9933333333333333,0.01522255569929257,0.20407014483818783
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,1,avoid_lighting_diverse,150,0.0,0.0,0.0,0.22666666666666666,0.08980828752120336,0.1118804042538007
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,5,2,spatial_wide,150,0.006666666666666667,0.013333333333333334,0.06666666666666667,0.28,0.08901184714244058,0.2803942185407504
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,50,0,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.04232588912049929,0.1669238168001175
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,2,camera_fixed,150,0.0,0.0,1.0,1.0,0.014850316569209099,0.296434223651886
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,0,avoid_lighting_diverse,150,0.0,0.2866666666666667,0.8666666666666667,1.0,0.013557574916630984,0.37194204062223435
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,20,2,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.038585495203733444,0.05549198016524315
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,50,0,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.030263345688581467,0.13240504264831543
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,2,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.37333333333333335,0.051983371997872986,0.09475978285074234
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,5,1,color_red_only,150,0.0,0.0,0.0,1.0,0.023156188428401947,0.28158190846443176
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,5,0,avoid_lighting_fixed,150,0.0,0.0,0.0,1.0,0.02834596298635006,0.21400417387485504
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,5,0,spatial_narrow,150,0.06666666666666667,0.22666666666666666,0.4,0.6733333333333333,0.03599493751147141,0.19259227295561382
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,1,lighting_fixed,150,0.0,0.0,0.0,1.0,0.021803464740514755,0.3443676829338074
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,5,1,avoid_color_red_only,150,0.0,0.0,0.0,0.0,0.05376845598220825,0.2082422822713852
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_multi,avoid_reach,color,diverse_train,20,2,avoid_color_multi,150,0.0,0.0,0.0,1.0,0.03523136662940184,0.1428631365299225
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,5,2,avoid_camera_fixed,150,0.0,0.0,0.0,0.0,0.08497732877731323,0.15781144797801971
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,50,1,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.03688683733344078,0.13101989030838013
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,0,camera_multi_pose,150,0.02,0.19333333333333333,0.58,1.0,0.01908739039519181,0.29047384778658547
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,50,0,avoid_spatial_wide,150,0.006666666666666667,0.03333333333333333,0.2,0.6266666666666667,0.05586273535775642,0.16295129594703514
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,20,1,lighting_diverse,150,0.26,1.0,1.0,1.0,0.005618967510138948,0.3586508729060491
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,2,avoid_camera_multi_pose,150,0.0,0.0,0.0,0.9733333333333334,0.04316781163215637,0.10977542549371719
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,1,avoid_spatial_wide,150,0.06666666666666667,0.12,0.36666666666666664,0.7266666666666667,0.0387740839451241,0.32646887600421903
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,20,0,camera_fixed,150,0.0,0.0,1.0,1.0,0.012816064059734344,0.3362908363342285
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,5,2,lighting_diverse,150,0.26,0.38,0.86,1.0,0.012172765748885771,0.2552673495312532
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,50,0,color_red_only,150,0.0,0.0,1.0,1.0,0.012723430059850216,0.34646010398864746
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,1,lighting_diverse,150,0.0,0.0,1.0,1.0,0.015706008970737456,0.3369951230287552
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,50,1,spatial_narrow,150,0.0,0.11333333333333333,0.82,0.9933333333333333,0.016738904075076184,0.19244508286317188
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,1,camera_multi_pose,150,0.0,0.04666666666666667,0.9,1.0,0.015456133196130395,0.3371505414446195
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,5,1,spatial_wide,150,0.006666666666666667,0.06,0.12666666666666668,0.36666666666666664,0.07675967203608404,0.23256031100948651
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,5,2,avoid_color_red_only,150,0.0,0.0,0.0,0.0,0.08497732877731323,0.15781144797801971
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,2,avoid_lighting_diverse,150,0.09333333333333334,0.26,0.36,0.6,0.058469955657298366,0.268454020768404
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,0,avoid_spatial_narrow,150,0.006666666666666667,0.06,0.19333333333333333,0.7733333333333333,0.03622144225053489,0.17298346315821012
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,50,2,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.041951652616262436,0.054824765771627426
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,50,0,lighting_fixed,150,0.0,0.0,1.0,1.0,0.010791047476232052,0.2893231213092804
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,1,avoid_spatial_wide,150,0.0,0.013333333333333334,0.08,0.28,0.11677188925134639,0.30547877445816995
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,5,0,avoid_spatial_narrow,150,0.0,0.0,0.02666666666666667,0.17333333333333334,0.09162498041366537,0.18918721531828245
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,50,1,camera_fixed,150,0.0,1.0,1.0,1.0,0.007976791821420193,0.3362296223640442
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_red_only,reach,color,fixed_train,20,1,color_red_only,150,0.0,1.0,1.0,1.0,0.007658759132027626,0.33831799030303955
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,20,0,spatial_narrow,150,0.02,0.03333333333333333,0.32,0.94,0.028028827679033082,0.1728791667521
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,2,camera_multi_pose,150,0.0,0.02666666666666667,0.6533333333333333,1.0,0.01802443229282896,0.32058933198451994
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,5,0,avoid_lighting_diverse,150,0.0,0.08666666666666667,0.16666666666666666,0.6333333333333333,0.039712863406166435,0.16900757908821107
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,color_multi,reach,color,diverse_train,5,0,color_multi,150,0.0,0.24,1.0,1.0,0.013592923289785782,0.3274608294169108
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,1,avoid_lighting_diverse,150,0.0,0.0,0.0,1.0,0.04143131156762441,0.09946468320985635
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,1,lighting_fixed,150,0.0,1.0,1.0,1.0,0.006062016822397709,0.2963692247867584
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,20,0,avoid_spatial_narrow,150,0.0,0.0,0.0,0.04666666666666667,0.14486283252636592,0.31626236895720167
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,50,1,spatial_wide,150,0.03333333333333333,0.11333333333333333,0.6933333333333334,0.98,0.019124730842498442,0.1585120772694548
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_narrow,reach,spatial_distribution,narrow_train,5,2,spatial_narrow,150,0.02666666666666667,0.04,0.12,0.6533333333333333,0.04340423655075332,0.30176987588405607
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_color_red_only,avoid_reach,color,fixed_train,20,2,avoid_color_red_only,150,0.0,0.0,0.0,1.0,0.038585495203733444,0.05549198016524315
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,avoid_camera_fixed,avoid_reach,camera_location_viewpoint,fixed_train,50,2,avoid_camera_fixed,150,0.0,0.0,0.0,1.0,0.041951652616262436,0.054824765771627426
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,spatial_wide,reach,spatial_distribution,wide_train,20,0,spatial_wide,150,0.0,0.013333333333333334,0.12666666666666668,0.54,0.05976664339502653,0.24190780406196913
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,0,camera_multi_pose,150,0.0,0.006666666666666667,0.9266666666666666,1.0,0.01647147225216031,0.33345966001351673
Frozen ResNet,frozen_resnet18_bc_128px_v1,id,camera_fixed,reach,camera_location_viewpoint,fixed_train,5,1,camera_fixed,150,0.0,0.0,0.0,1.0,0.023156188428401947,0.28158190846443176
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,color_red_only,reach,color,fixed_train,5,0,color_ood_eval,150,0.25333333333333335,0.25333333333333335,1.0,1.0,0.01038139541943868,0.32020177980264025
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,20,2,lighting_extreme_ood_eval,150,0.0,0.0,0.0,0.22666666666666666,0.06839927479624748,0.33428112109502156
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,50,2,spatial_edge_ood_eval,150,0.04666666666666667,0.1,0.18666666666666668,0.38,0.08532898165130366,0.21121738863488038
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,color_multi,reach,color,diverse_train,5,0,color_ood_eval,150,0.0,0.25333333333333335,1.0,1.0,0.013550997835894425,0.3391650205850601
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,20,1,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,0.9133333333333333,0.0459822349747022,0.13324051156640052
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,50,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,0.9866666666666667,0.04129268904527028,0.10169821254909038
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,20,0,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.03729500425358613,0.13646309425433475
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_camera_multi_pose,avoid_reach,camera_location_viewpoint,diverse_train,5,2,avoid_camera_extreme_ood_eval,150,0.0,0.0,0.0,0.6266666666666667,0.04867564082145691,0.07427968561649323
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,spatial_wide,reach,spatial_distribution,wide_train,5,2,spatial_edge_ood_eval,150,0.0,0.006666666666666667,0.06666666666666667,0.21333333333333335,0.11252095043969651,0.2883643837273121
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,0,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,0.23333333333333334,0.06324521693090598,0.27537503401438396
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_lighting_diverse,avoid_reach,lighting_direction_intensity,diverse_train,20,1,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.20666666666666667,0.7666666666666667,0.04966731170192361,0.21914497122168541
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,5,2,avoid_color_ood_eval,150,0.0,0.0,0.0,0.74,0.047328904668490095,0.050825873439510665
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,20,0,avoid_spatial_edge_ood_eval,150,0.013333333333333334,0.02,0.09333333333333334,0.20666666666666667,0.13094701011975607,0.23676605845491092
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_color_multi,avoid_reach,color,diverse_train,50,2,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.04064931017657121,0.05668687703708808
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,color_multi,reach,color,diverse_train,20,2,color_ood_eval,150,0.0,0.0,1.0,1.0,0.016167447219292322,0.3457215611139933
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,color_red_only,reach,color,fixed_train,20,2,color_ood_eval,150,0.0,0.25333333333333335,0.5266666666666666,1.0,0.017353733945637943,0.31118220468362173
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,1,lighting_extreme_ood_eval,150,0.0,0.0,0.0,0.5866666666666667,0.04913573771715164,0.3022191921869914
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,50,0,camera_extreme_ood_eval,150,0.0,0.03333333333333333,0.7466666666666667,1.0,0.01703890540326635,0.32991957118113835
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,1,lighting_extreme_ood_eval,150,0.0,0.0,0.0,1.0,0.02818333389858405,0.357095875342687
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_spatial_narrow,avoid_reach,spatial_distribution,narrow_train,50,0,avoid_spatial_edge_ood_eval,150,0.006666666666666667,0.013333333333333334,0.08666666666666667,0.29333333333333333,0.1039644224010408,0.19653087163964908
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,20,1,camera_extreme_ood_eval,150,0.006666666666666667,0.14,0.8,1.0,0.015391834319258729,0.3511459132035573
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,camera_multi_pose,reach,camera_location_viewpoint,diverse_train,5,0,camera_extreme_ood_eval,150,0.0,0.02666666666666667,0.3,0.96,0.026336065136517088,0.2937610697746277
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_spatial_wide,avoid_reach,spatial_distribution,wide_train,5,0,avoid_spatial_edge_ood_eval,150,0.0,0.0,0.013333333333333334,0.14666666666666667,0.14713998297850292,0.269979313313961
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_lighting_fixed,avoid_reach,lighting_direction_intensity,fixed_train,20,2,avoid_lighting_extreme_ood_eval,150,0.0,0.0,0.0,0.4866666666666667,0.057695898363987606,0.15482384060819943
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,5,0,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.04035903642574946,0.10278378879030546
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,avoid_color_red_only,avoid_reach,color,fixed_train,50,0,avoid_color_ood_eval,150,0.0,0.0,0.0,1.0,0.03877751149237156,0.1581831873456637
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,lighting_fixed,reach,lighting_direction_intensity,fixed_train,5,0,lighting_extreme_ood_eval,150,0.0,0.0,0.5866666666666667,0.5866666666666667,0.03504737615585327,0.2099892944097519
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,spatial_narrow,reach,spatial_distribution,narrow_train,5,2,spatial_edge_ood_eval,150,0.006666666666666667,0.013333333333333334,0.03333333333333333,0.14666666666666667,0.1299116929496328,0.32035142242908476
Frozen ResNet,frozen_resnet18_bc_128px_v1,ood,lighting_diverse,reach,lighting_direction_intensity,diverse_train,50,0,lighting_extreme_ood_eval,150,0.0,0.0,0.22666666666666666,1.0,0.024407269035776457,0.33205539782842003
