train_config,task,axis,variant,budget,seed,num_samples,num_episodes,success_rate,trajectory_len_mean,trajectory_len_p50,trajectory_len_p95,action_mag_mean,action_mag_p95,external_brightness_mean,external_contrast_mean,eef_brightness_mean,eef_contrast_mean,flag_count,flags
spatial_narrow,reach,spatial_distribution,narrow_train,5,0,394,5,1.0,78.8,79.0,79.8,0.19753511911680177,0.4514704771933026,208.98800270080565,48.277341022491456,175.21098358154296,25.329989109039307,0,
spatial_narrow,reach,spatial_distribution,narrow_train,5,1,394,5,1.0,78.8,79.0,79.8,0.19758964888212371,0.45218427850843523,209.00748962402344,48.306435909271244,177.8704276275635,25.788186178207397,0,
spatial_narrow,reach,spatial_distribution,narrow_train,5,2,396,5,1.0,79.2,79.0,80.6,0.19746708803020568,0.45426822576180576,208.96194808959962,48.315515155792234,176.40772659301757,25.435980911254884,0,
spatial_narrow,reach,spatial_distribution,narrow_train,20,0,1575,20,1.0,78.75,79.0,80.0,0.19738890945040893,0.4552295344275654,208.990263671875,48.28685132980347,175.8753050994873,25.499190130233764,0,
spatial_narrow,reach,spatial_distribution,narrow_train,20,1,1573,20,1.0,78.65,78.5,80.05,0.1972624032954467,0.45308779043965514,208.9935329437256,48.29490074157715,176.22959098815917,25.807637395858766,0,
spatial_narrow,reach,spatial_distribution,narrow_train,20,2,1579,20,1.0,78.95,79.0,81.0,0.19723385801077153,0.45352941639741723,208.97783065795898,48.286558876037596,175.74498970031738,25.64236961364746,0,
spatial_narrow,reach,spatial_distribution,narrow_train,50,0,3940,50,1.0,78.8,79.0,80.0,0.19714087831019825,0.4536727785294877,209.0188533782959,48.26622272491455,175.46906646728516,25.468920288085936,0,
spatial_narrow,reach,spatial_distribution,narrow_train,50,1,3941,50,1.0,78.82,79.0,80.0,0.19719158208786725,0.45329391227612637,209.0130628967285,48.27570743560791,175.61782402038574,25.632356548309325,0,
spatial_narrow,reach,spatial_distribution,narrow_train,50,2,3950,50,1.0,79.0,79.0,81.0,0.197270370759578,0.45363952055899576,208.99966567993164,48.27389530181885,175.39299049377442,25.50227373123169,0,
spatial_wide,reach,spatial_distribution,wide_train,5,0,394,5,1.0,78.8,78.0,80.8,0.20003077991404014,0.4597535828160342,208.95275901794435,48.27458335876465,177.65547424316406,26.785212059020996,0,
spatial_wide,reach,spatial_distribution,wide_train,5,1,394,5,1.0,78.8,78.0,81.0,0.20113976819319732,0.4609685188742967,208.88982055664061,48.30743013381958,174.44496353149415,27.689394426345824,0,
spatial_wide,reach,spatial_distribution,wide_train,5,2,402,5,1.0,80.4,79.0,84.0,0.2032175257837995,0.46806623439442646,208.8571981048584,48.279706172943115,175.6531755065918,25.259289379119874,0,
spatial_wide,reach,spatial_distribution,wide_train,20,0,1605,20,1.0,80.25,79.5,86.0,0.20218770230900818,0.4675943870409743,208.92926582336426,48.31642822265625,177.42412971496583,28.212817888259888,0,
spatial_wide,reach,spatial_distribution,wide_train,20,1,1603,20,1.0,80.15,79.5,84.05,0.20247397322452615,0.468562482547637,208.88405822753907,48.285611877441404,174.14938537597655,27.14165539741516,0,
spatial_wide,reach,spatial_distribution,wide_train,20,2,1610,20,1.0,80.5,79.5,85.05,0.2033266514434005,0.46824267630916855,208.88166748046876,48.27804845809936,175.37056762695312,25.989786081314087,0,
spatial_wide,reach,spatial_distribution,wide_train,50,0,3997,50,1.0,79.94,79.0,85.0,0.20153530723068647,0.46511781599313345,208.93468917846678,48.30039430618286,176.78329467773438,27.763468017578123,0,
spatial_wide,reach,spatial_distribution,wide_train,50,1,3987,50,1.0,79.74,79.0,84.0,0.20142925650035617,0.46384699728448714,208.89425758361816,48.29411109924317,174.36084129333497,27.182998762130737,0,
spatial_wide,reach,spatial_distribution,wide_train,50,2,4032,50,1.0,80.64,79.5,85.55,0.20315734868539972,0.4682951721355412,208.86549713134767,48.27859094619751,175.20098419189452,26.852268476486206,0,
